date,temperature_c,temp_max_c,temp_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,year,month,day_of_year
1982-07-21,29.53,33.48,26.8,3.59,91.2,15.0,1982,7,202
1982-07-22,30.43,34.3,26.75,18.36,85.6,15.6,1982,7,203
1982-07-23,31.23,33.31,27.71,3.24,82.3,14.6,1982,7,204
1982-07-24,29.89,33.2,27.47,1.68,88.3,13.2,1982,7,205
1982-07-25,30.02,33.85,26.2,3.44,87.7,13.1,1982,7,206
1982-07-26,29.68,33.01,26.12,4.73,84.4,18.3,1982,7,207
1982-07-27,30.31,33.75,26.61,11.03,87.3,18.9,1982,7,208
1982-07-28,30.58,33.41,27.95,2.91,91.8,18.7,1982,7,209
1982-07-29,30.96,33.44,27.74,43.72,97.0,18.2,1982,7,210
1982-07-30,29.56,32.53,26.23,36.9,90.9,16.9,1982,7,211
1982-07-31,30.04,33.38,26.75,18.09,89.6,14.9,1982,7,212
1982-08-01,29.02,31.52,25.96,22.72,87.8,11.3,1982,8,213
1982-08-02,29.21,31.99,26.12,8.06,91.8,13.9,1982,8,214
1982-08-03,29.39,31.41,25.47,48.64,98.1,12.1,1982,8,215
1982-08-04,30.56,32.79,27.44,14.39,88.3,18.0,1982,8,216
1982-08-05,30.84,33.01,27.38,64.23,99.0,13.1,1982,8,217
1982-08-06,30.75,34.42,27.74,22.11,90.4,10.3,1982,8,218
1982-08-07,29.99,33.76,26.55,0.15,83.0,10.2,1982,8,219
1982-08-08,29.47,32.53,25.97,1.6,92.4,6.2,1982,8,220
1982-08-09,29.74,32.03,26.07,10.66,78.8,14.1,1982,8,221
1982-08-10,29.37,31.86,26.57,13.82,86.9,13.0,1982,8,222
1982-08-11,28.12,31.2,24.47,7.84,77.7,9.2,1982,8,223
1982-08-12,29.35,32.72,26.37,26.8,81.7,15.0,1982,8,224
1982-08-13,29.22,31.89,26.92,0.49,77.3,12.5,1982,8,225
1982-08-14,28.48,31.67,25.44,9.17,94.3,13.9,1982,8,226
1982-08-15,29.46,31.62,26.42,29.28,99.0,15.0,1982,8,227
1982-08-16,29.71,32.64,26.73,27.63,82.2,12.9,1982,8,228
1982-08-17,30.36,33.74,28.03,7.96,93.5,14.5,1982,8,229
1982-08-18,28.72,31.96,24.92,34.41,87.9,15.1,1982,8,230
1982-08-19,28.56,31.65,24.91,6.23,86.7,14.5,1982,8,231
1982-08-20,29.21,31.4,25.45,39.11,89.7,13.3,1982,8,232
1982-08-21,30.56,33.71,27.65,0.38,92.6,15.4,1982,8,233
1982-08-22,31.17,33.63,27.48,15.22,91.7,16.1,1982,8,234
1982-08-23,30.3,32.62,27.79,0.39,91.7,13.0,1982,8,235
1982-08-24,29.06,31.28,26.15,18.01,83.1,17.7,1982,8,236
1982-08-25,30.3,33.5,26.69,5.54,90.4,12.2,1982,8,237
1982-08-26,29.53,32.26,26.63,21.01,94.9,17.8,1982,8,238
1982-08-27,29.18,31.88,26.7,28.14,80.9,16.0,1982,8,239
1982-08-28,29.2,31.32,25.33,27.44,87.8,6.9,1982,8,240
1982-08-29,29.38,32.36,27.25,19.34,93.2,13.6,1982,8,241
1982-08-30,28.9,32.56,25.81,45.03,99.0,13.8,1982,8,242
1982-08-31,27.87,31.44,25.85,4.16,89.0,16.6,1982,8,243
1982-09-01,28.47,32.44,26.21,1.26,86.5,8.9,1982,9,244
1982-09-02,30.02,33.66,26.63,3.84,87.4,13.2,1982,9,245
1982-09-03,28.99,32.95,25.37,11.21,85.5,17.3,1982,9,246
1982-09-04,30.23,32.43,27.62,6.66,84.5,11.0,1982,9,247
1982-09-05,30.31,32.5,26.52,40.1,90.6,6.1,1982,9,248
1982-09-06,29.84,31.89,27.17,31.16,97.6,18.2,1982,9,249
1982-09-07,30.91,33.43,28.28,15.8,90.0,12.6,1982,9,250
1982-09-08,31.41,34.38,28.65,3.9,86.4,10.6,1982,9,251
1982-09-09,31.78,35.0,28.98,1.11,95.5,16.3,1982,9,252
1982-09-10,33.55,35.59,29.55,18.07,87.6,11.3,1982,9,253
1982-09-11,31.33,34.62,28.37,19.85,93.1,16.6,1982,9,254
1982-09-12,30.63,34.24,28.18,3.8,83.8,11.9,1982,9,255
1982-09-13,31.71,33.87,29.5,4.1,95.8,9.9,1982,9,256
1982-09-14,30.56,33.88,28.28,2.28,86.2,9.2,1982,9,257
1982-09-15,30.79,33.78,28.35,29.29,94.6,14.9,1982,9,258
1982-09-16,31.56,34.73,27.71,7.99,90.6,16.8,1982,9,259
1982-09-17,30.55,33.28,28.12,2.93,89.5,13.9,1982,9,260
1982-09-18,30.74,34.19,27.41,2.77,84.2,10.2,1982,9,261
1982-09-19,31.02,34.29,28.54,9.5,91.1,9.7,1982,9,262
1982-09-20,29.93,33.86,27.64,15.12,92.6,10.0,1982,9,263
1982-09-21,29.39,32.55,25.83,11.97,78.3,8.7,1982,9,264
1982-09-22,28.66,30.79,25.99,9.98,85.0,7.7,1982,9,265
1982-09-23,29.63,33.06,26.78,6.88,87.4,13.4,1982,9,266
1982-09-24,28.93,32.58,26.4,1.28,86.6,12.2,1982,9,267
1982-09-25,28.17,31.86,26.08,2.83,86.1,11.7,1982,9,268
1982-09-26,27.91,29.99,25.37,3.5,88.4,7.8,1982,9,269
1982-09-27,28.13,31.87,24.86,1.15,90.5,8.7,1982,9,270
1982-09-28,28.9,32.14,26.12,12.04,95.1,16.1,1982,9,271
1982-09-29,29.17,33.11,27.09,9.32,79.2,5.7,1982,9,272
1982-09-30,29.81,31.83,27.5,2.64,80.4,13.0,1982,9,273
1982-10-01,29.26,32.31,25.28,3.76,78.8,10.0,1982,10,274
1982-10-02,29.12,32.69,26.87,0.74,75.6,9.4,1982,10,275
1982-10-03,29.05,32.7,26.8,4.57,74.3,11.6,1982,10,276
1982-10-04,28.49,31.0,24.95,0.66,82.3,6.5,1982,10,277
1982-10-05,27.75,30.06,25.21,0.5,81.1,13.6,1982,10,278
1982-10-06,28.0,31.09,24.29,0.15,83.2,11.3,1982,10,279
1982-10-07,29.7,32.49,27.42,1.53,76.0,13.6,1982,10,280
1982-10-08,29.72,31.9,26.22,0.98,72.7,7.3,1982,10,281
1982-10-09,28.72,31.9,24.91,3.68,79.9,8.6,1982,10,282
1982-10-10,28.81,31.71,25.03,0.9,80.4,8.4,1982,10,283
1982-10-11,28.0,30.27,24.85,1.31,83.4,4.9,1982,10,284
1982-10-12,28.51,30.76,26.06,1.06,80.5,9.7,1982,10,285
1982-10-13,27.92,30.91,24.48,1.69,77.0,5.2,1982,10,286
1982-10-14,26.59,30.46,23.97,14.44,76.8,8.8,1982,10,287
1982-10-15,27.79,30.45,23.89,3.94,73.8,9.8,1982,10,288
1982-10-16,26.38,29.65,22.52,3.33,82.3,10.4,1982,10,289
1982-10-17,28.12,30.2,24.45,2.86,79.1,11.1,1982,10,290
1982-10-18,28.92,32.41,26.92,0.64,69.0,3.7,1982,10,291
1982-10-19,28.56,30.6,26.41,0.08,79.2,3.6,1982,10,292
1982-10-20,27.97,31.9,24.55,2.87,79.8,5.3,1982,10,293
1982-10-21,28.61,31.12,25.61,10.83,79.9,9.8,1982,10,294
1982-10-22,28.32,31.8,26.07,2.38,89.4,12.1,1982,10,295
1982-10-23,28.45,31.6,25.54,1.73,76.6,10.8,1982,10,296
1982-10-24,27.88,30.89,25.37,3.24,68.3,8.3,1982,10,297
1982-10-25,28.24,30.61,25.99,4.14,74.7,2.7,1982,10,298
1982-10-26,29.0,32.43,26.1,1.93,82.6,7.0,1982,10,299
1982-10-27,28.8,32.25,26.53,3.83,74.6,12.2,1982,10,300
1982-10-28,28.44,31.19,24.93,1.69,91.1,10.6,1982,10,301
1982-10-29,29.4,32.97,26.52,10.01,82.0,10.2,1982,10,302
1982-10-30,29.0,32.54,25.38,0.03,84.8,11.7,1982,10,303
1982-10-31,28.24,30.98,25.76,0.85,76.5,16.1,1982,10,304
1982-11-01,25.25,28.97,21.53,1.0,62.1,3.6,1982,11,305
1982-11-02,24.52,26.79,21.77,1.4,65.5,14.6,1982,11,306
1982-11-03,22.43,25.1,20.33,1.23,66.7,12.8,1982,11,307
1982-11-04,22.7,26.16,20.37,2.34,72.6,10.1,1982,11,308
1982-11-05,22.96,26.35,19.09,2.16,69.4,9.9,1982,11,309
1982-11-06,21.0,23.81,18.89,3.95,67.3,10.7,1982,11,310
1982-11-07,20.51,24.0,16.84,0.46,76.3,10.2,1982,11,311
1982-11-08,21.31,24.21,19.25,0.53,74.2,6.6,1982,11,312
1982-11-09,20.72,23.67,18.22,0.15,68.5,7.4,1982,11,313
1982-11-10,23.29,26.01,19.96,0.29,54.7,9.6,1982,11,314
1982-11-11,22.08,24.58,18.27,0.19,62.2,10.2,1982,11,315
1982-11-12,20.32,23.37,17.43,0.9,65.6,3.3,1982,11,316
1982-11-13,19.81,23.18,16.37,0.41,65.2,10.6,1982,11,317
1982-11-14,19.48,21.76,16.22,0.39,66.4,8.1,1982,11,318
1982-11-15,21.22,24.35,17.23,3.06,61.1,12.3,1982,11,319
1982-11-16,22.41,24.76,20.21,5.47,67.7,4.1,1982,11,320
1982-11-17,23.05,25.57,19.72,4.59,65.0,13.6,1982,11,321
1982-11-18,24.82,27.0,22.81,0.13,62.0,6.8,1982,11,322
1982-11-19,24.43,27.28,20.74,0.1,71.9,7.1,1982,11,323
1982-11-20,23.33,26.76,19.77,0.16,64.6,6.1,1982,11,324
1982-11-21,25.08,28.76,22.97,0.0,62.6,9.0,1982,11,325
1982-11-22,24.89,28.23,22.86,0.32,71.2,8.5,1982,11,326
1982-11-23,24.66,27.21,22.07,0.85,66.9,6.5,1982,11,327
1982-11-24,25.47,29.13,21.69,0.51,70.9,10.1,1982,11,328
1982-11-25,27.47,30.13,25.12,2.63,66.3,7.8,1982,11,329
1982-11-26,25.4,29.0,22.03,0.45,68.7,6.7,1982,11,330
1982-11-27,23.72,27.28,20.57,1.16,63.1,13.8,1982,11,331
1982-11-28,23.18,26.68,19.27,1.67,59.8,8.1,1982,11,332
1982-11-29,24.09,28.01,21.05,0.11,69.3,9.9,1982,11,333
1982-11-30,21.52,24.01,19.01,3.27,57.7,11.8,1982,11,334
1982-12-01,16.36,19.83,14.08,0.15,54.0,5.8,1982,12,335
1982-12-02,17.25,19.44,14.11,0.28,64.1,0.5,1982,12,336
1982-12-03,18.69,20.89,15.29,0.3,51.9,9.5,1982,12,337
1982-12-04,18.91,21.7,14.95,0.62,59.7,8.7,1982,12,338
1982-12-05,19.8,23.77,16.57,0.46,56.4,12.3,1982,12,339
1982-12-06,20.16,22.9,17.95,0.05,67.8,3.6,1982,12,340
1982-12-07,20.05,23.71,17.73,0.7,56.1,6.3,1982,12,341
1982-12-08,22.21,25.79,20.07,0.4,59.8,7.8,1982,12,342
1982-12-09,22.37,25.46,19.14,0.14,55.7,7.3,1982,12,343
1982-12-10,21.24,24.21,18.96,0.87,50.6,2.1,1982,12,344
1982-12-11,21.06,23.36,19.04,0.3,59.2,11.6,1982,12,345
1982-12-12,18.65,21.71,15.33,0.67,59.9,7.7,1982,12,346
1982-12-13,19.74,23.2,16.19,1.72,57.2,4.9,1982,12,347
1982-12-14,19.4,21.79,16.53,0.55,52.2,6.9,1982,12,348
1982-12-15,18.6,20.97,14.71,1.15,63.8,7.9,1982,12,349
1982-12-16,19.99,22.98,17.04,0.83,61.5,7.6,1982,12,350
1982-12-17,19.02,21.79,16.61,0.51,59.4,5.8,1982,12,351
1982-12-18,18.03,21.8,14.28,1.06,49.3,15.4,1982,12,352
1982-12-19,18.14,21.71,15.04,0.68,59.0,8.2,1982,12,353
1982-12-20,18.45,21.8,15.11,0.46,58.9,4.5,1982,12,354
1982-12-21,19.9,23.47,16.43,0.82,54.8,5.9,1982,12,355
1982-12-22,20.39,22.79,17.25,0.05,59.1,8.7,1982,12,356
1982-12-23,21.24,25.13,18.79,0.91,68.8,1.9,1982,12,357
1982-12-24,22.26,25.96,19.64,0.06,59.0,5.0,1982,12,358
1982-12-25,22.57,26.55,19.54,1.26,57.1,5.3,1982,12,359
1982-12-26,21.75,23.81,19.6,0.95,62.0,6.8,1982,12,360
1982-12-27,23.18,27.06,19.9,0.87,50.1,6.9,1982,12,361
1982-12-28,23.45,26.23,19.75,0.98,57.7,5.8,1982,12,362
1982-12-29,24.37,27.66,20.53,1.34,54.3,12.5,1982,12,363
1982-12-30,24.42,27.99,20.6,0.36,57.1,8.8,1982,12,364
1982-12-31,22.01,25.84,19.94,1.1,44.8,8.2,1982,12,365
1983-01-01,21.21,23.23,18.9,0.97,56.8,10.7,1983,1,1
1983-01-02,20.78,23.42,18.34,1.24,65.6,7.9,1983,1,2
1983-01-03,22.83,25.22,20.73,0.67,55.8,10.9,1983,1,3
1983-01-04,22.74,26.06,19.95,2.04,60.6,5.8,1983,1,4
1983-01-05,19.61,21.7,17.35,0.8,54.9,10.0,1983,1,5
1983-01-06,19.17,21.7,16.54,0.68,48.3,5.9,1983,1,6
1983-01-07,17.89,21.85,15.75,4.24,58.3,11.0,1983,1,7
1983-01-08,16.9,20.8,13.19,0.18,55.2,8.7,1983,1,8
1983-01-09,18.45,22.29,14.59,0.9,59.9,10.7,1983,1,9
1983-01-10,17.13,19.85,14.68,0.06,61.8,6.2,1983,1,10
1983-01-11,17.5,20.63,14.09,1.06,60.8,2.1,1983,1,11
1983-01-12,16.23,19.18,13.68,3.03,60.0,7.4,1983,1,12
1983-01-13,18.82,21.51,15.54,0.11,55.9,5.5,1983,1,13
1983-01-14,15.67,19.63,13.61,0.18,56.9,8.2,1983,1,14
1983-01-15,16.79,19.92,13.05,0.49,54.2,11.7,1983,1,15
1983-01-16,17.88,20.53,15.52,1.07,51.6,3.8,1983,1,16
1983-01-17,20.06,22.6,17.17,0.82,64.1,5.2,1983,1,17
1983-01-18,22.28,24.32,19.59,0.83,57.7,12.6,1983,1,18
1983-01-19,20.69,24.24,17.45,0.57,58.4,5.0,1983,1,19
1983-01-20,24.03,27.76,21.32,0.15,62.5,4.8,1983,1,20
1983-01-21,22.55,26.48,19.29,2.71,57.7,4.8,1983,1,21
1983-01-22,21.52,24.55,19.46,0.23,64.5,12.2,1983,1,22
1983-01-23,20.53,24.42,17.2,5.61,67.1,10.3,1983,1,23
1983-01-24,18.8,22.56,15.24,1.29,55.0,8.0,1983,1,24
1983-01-25,20.06,23.92,17.22,0.2,59.0,12.5,1983,1,25
1983-01-26,18.55,21.19,16.11,2.92,52.4,5.3,1983,1,26
1983-01-27,18.79,22.12,16.62,0.64,61.3,9.9,1983,1,27
1983-01-28,17.46,19.99,13.85,4.04,53.2,8.1,1983,1,28
1983-01-29,19.61,22.0,17.12,4.39,53.0,5.9,1983,1,29
1983-01-30,17.98,20.06,14.9,1.32,52.3,7.0,1983,1,30
1983-01-31,19.1,21.2,15.5,1.3,65.7,12.9,1983,1,31
1983-02-01,19.62,23.41,16.89,0.58,65.8,10.9,1983,2,32
1983-02-02,18.27,21.24,15.17,0.88,61.9,11.6,1983,2,33
1983-02-03,20.9,24.65,17.3,1.42,64.9,12.6,1983,2,34
1983-02-04,22.38,25.59,19.98,0.02,61.9,10.4,1983,2,35
1983-02-05,21.85,24.94,18.58,2.38,57.2,6.3,1983,2,36
1983-02-06,20.31,23.85,16.52,2.11,66.6,6.4,1983,2,37
1983-02-07,23.53,26.77,20.73,1.93,52.4,11.8,1983,2,38
1983-02-08,23.88,26.4,20.79,1.19,59.1,6.8,1983,2,39
1983-02-09,21.44,24.1,18.04,2.72,62.0,8.0,1983,2,40
1983-02-10,23.01,26.55,20.38,0.97,64.7,7.8,1983,2,41
1983-02-11,22.28,25.92,19.4,2.07,66.3,16.0,1983,2,42
1983-02-12,22.97,25.19,20.82,1.73,62.4,10.3,1983,2,43
1983-02-13,22.79,26.21,19.88,1.48,60.8,11.8,1983,2,44
1983-02-14,21.58,24.73,18.22,0.87,61.1,6.8,1983,2,45
1983-02-15,20.0,22.87,16.55,2.81,64.5,11.2,1983,2,46
1983-02-16,22.41,25.27,18.82,1.3,64.1,11.6,1983,2,47
1983-02-17,21.9,24.19,19.35,1.82,59.1,7.8,1983,2,48
1983-02-18,23.35,27.29,21.33,0.03,58.5,8.3,1983,2,49
1983-02-19,23.87,27.09,20.87,3.26,61.7,14.0,1983,2,50
1983-02-20,23.51,26.87,20.57,1.09,61.9,12.3,1983,2,51
1983-02-21,22.69,24.93,18.69,0.35,62.5,10.0,1983,2,52
1983-02-22,23.91,27.1,21.41,0.41,73.2,14.3,1983,2,53
1983-02-23,22.48,26.03,18.86,0.56,63.8,10.9,1983,2,54
1983-02-24,25.12,27.79,21.22,0.66,58.5,5.5,1983,2,55
1983-02-25,26.67,29.57,24.41,1.75,61.7,13.8,1983,2,56
1983-02-26,26.54,29.44,23.78,1.14,69.5,9.3,1983,2,57
1983-02-27,24.77,26.82,20.9,1.66,56.5,10.0,1983,2,58
1983-02-28,24.38,27.47,21.64,1.09,63.7,7.9,1983,2,59
1983-03-01,28.13,31.55,24.88,0.87,63.4,9.9,1983,3,60
1983-03-02,28.37,31.76,24.63,11.58,53.9,13.6,1983,3,61
1983-03-03,27.97,31.17,25.12,3.58,56.5,9.7,1983,3,62
1983-03-04,28.92,32.16,25.57,2.91,64.5,11.2,1983,3,63
1983-03-05,29.62,32.34,27.45,1.72,55.6,14.1,1983,3,64
1983-03-06,29.57,32.08,26.35,12.94,60.9,10.4,1983,3,65
1983-03-07,28.48,32.29,26.2,3.85,62.4,5.8,1983,3,66
1983-03-08,28.33,31.74,25.95,13.45,70.9,6.7,1983,3,67
1983-03-09,30.89,34.78,27.72,1.1,47.5,13.2,1983,3,68
1983-03-10,29.38,32.82,25.83,0.89,56.0,16.4,1983,3,69
1983-03-11,28.59,32.52,24.96,2.07,59.7,9.7,1983,3,70
1983-03-12,28.1,31.37,24.29,2.5,64.7,12.4,1983,3,71
1983-03-13,26.41,29.81,23.66,0.86,57.6,12.7,1983,3,72
1983-03-14,26.09,29.87,22.14,1.18,60.4,16.5,1983,3,73
1983-03-15,27.1,29.37,24.36,0.1,56.4,7.4,1983,3,74
1983-03-16,27.19,31.16,23.7,0.49,56.8,14.5,1983,3,75
1983-03-17,29.16,31.19,25.26,1.96,53.0,10.9,1983,3,76
1983-03-18,30.44,34.12,26.78,1.13,60.5,11.5,1983,3,77
1983-03-19,29.28,33.17,25.37,1.02,56.4,14.6,1983,3,78
1983-03-20,25.73,28.88,21.93,1.09,60.6,7.2,1983,3,79
1983-03-21,26.46,30.24,23.89,5.23,48.9,7.9,1983,3,80
1983-03-22,24.6,27.11,21.81,2.85,56.3,12.4,1983,3,81
1983-03-23,25.62,29.36,21.68,0.09,59.6,12.8,1983,3,82
1983-03-24,27.47,30.01,24.73,1.91,55.4,6.1,1983,3,83
1983-03-25,27.06,30.57,24.94,0.5,62.6,6.0,1983,3,84
1983-03-26,27.31,31.0,24.98,4.42,58.9,11.9,1983,3,85
1983-03-27,26.65,28.86,24.35,1.65,57.6,11.5,1983,3,86
1983-03-28,26.69,29.84,22.95,1.0,68.8,8.9,1983,3,87
1983-03-29,25.09,27.89,21.95,0.9,55.9,13.8,1983,3,88
1983-03-30,25.21,28.46,23.03,0.48,55.8,9.9,1983,3,89
1983-03-31,26.44,29.91,22.57,0.37,53.1,11.3,1983,3,90
1983-04-01,29.23,33.23,26.99,0.28,69.6,16.5,1983,4,91
1983-04-02,30.2,33.31,27.41,7.1,61.9,10.6,1983,4,92
1983-04-03,30.22,32.32,28.12,0.37,62.0,8.9,1983,4,93
1983-04-04,31.68,35.28,29.02,1.72,64.0,15.8,1983,4,94
1983-04-05,31.01,34.67,27.63,3.73,63.3,13.9,1983,4,95
1983-04-06,30.19,33.22,28.04,4.83,59.9,15.2,1983,4,96
1983-04-07,32.33,35.51,29.1,12.16,65.5,12.2,1983,4,97
1983-04-08,31.29,33.29,28.75,4.66,59.9,9.5,1983,4,98
1983-04-09,29.92,32.55,27.28,0.56,67.4,10.2,1983,4,99
1983-04-10,29.35,32.63,27.17,0.64,69.8,10.4,1983,4,100
1983-04-11,30.11,32.44,27.1,1.0,62.2,10.3,1983,4,101
1983-04-12,29.49,32.36,26.2,0.59,63.3,14.3,1983,4,102
1983-04-13,28.45,32.04,25.65,11.83,68.2,11.4,1983,4,103
1983-04-14,30.46,32.66,27.48,1.17,70.2,10.7,1983,4,104
1983-04-15,30.54,33.52,28.45,2.73,48.8,13.0,1983,4,105
1983-04-16,29.84,33.15,27.2,4.67,60.6,19.5,1983,4,106
1983-04-17,29.58,32.21,26.96,5.78,59.7,12.9,1983,4,107
1983-04-18,30.76,34.45,27.88,1.09,55.3,11.6,1983,4,108
1983-04-19,34.15,37.97,31.43,2.19,63.4,9.8,1983,4,109
1983-04-20,32.64,35.06,28.85,3.53,60.1,12.8,1983,4,110
1983-04-21,33.06,35.8,29.6,4.19,55.5,13.6,1983,4,111
1983-04-22,31.37,33.6,28.45,2.11,69.9,12.9,1983,4,112
1983-04-23,32.39,35.05,29.29,3.17,69.8,13.9,1983,4,113
1983-04-24,32.41,35.36,29.61,0.36,62.8,15.4,1983,4,114
1983-04-25,32.77,36.12,29.33,1.88,63.4,14.6,1983,4,115
1983-04-26,33.24,35.25,30.27,0.02,63.4,18.1,1983,4,116
1983-04-27,32.84,34.84,30.68,0.37,57.9,14.8,1983,4,117
1983-04-28,30.53,33.69,27.58,0.18,57.7,15.1,1983,4,118
1983-04-29,31.33,34.89,28.15,1.58,59.3,11.0,1983,4,119
1983-04-30,30.2,32.34,27.3,1.47,57.0,13.2,1983,4,120
1983-05-01,29.64,31.93,26.59,1.75,70.0,18.6,1983,5,121
1983-05-02,29.06,32.61,25.5,1.39,66.5,13.9,1983,5,122
1983-05-03,29.03,31.3,26.22,2.15,76.4,11.4,1983,5,123
1983-05-04,29.22,32.75,25.54,0.71,80.5,16.1,1983,5,124
1983-05-05,30.45,33.76,27.63,2.99,65.8,12.2,1983,5,125
1983-05-06,30.87,33.96,27.52,6.14,71.8,8.5,1983,5,126
1983-05-07,32.65,35.03,29.53,27.44,71.8,10.2,1983,5,127
1983-05-08,32.13,35.9,29.98,10.18,73.1,17.7,1983,5,128
1983-05-09,32.59,35.65,30.39,7.97,61.3,15.3,1983,5,129
1983-05-10,32.38,34.71,29.1,1.77,68.2,7.7,1983,5,130
1983-05-11,31.58,34.88,28.48,3.69,65.2,15.1,1983,5,131
1983-05-12,32.16,35.65,29.95,4.03,73.5,18.6,1983,5,132
1983-05-13,31.44,33.88,28.71,1.2,73.5,12.9,1983,5,133
1983-05-14,28.88,31.53,26.65,0.6,76.0,14.0,1983,5,134
1983-05-15,28.6,30.93,26.25,15.53,75.9,15.6,1983,5,135
1983-05-16,28.01,31.81,25.33,2.7,75.7,9.1,1983,5,136
1983-05-17,29.24,32.81,27.17,9.01,70.0,13.6,1983,5,137
1983-05-18,29.17,32.3,26.35,7.74,75.1,15.4,1983,5,138
1983-05-19,28.97,31.38,26.61,4.15,71.6,17.2,1983,5,139
1983-05-20,30.52,33.58,27.97,5.16,80.5,9.4,1983,5,140
1983-05-21,30.07,32.8,27.29,6.33,77.8,7.3,1983,5,141
1983-05-22,30.19,33.13,26.62,4.89,67.1,15.7,1983,5,142
1983-05-23,30.43,33.34,27.99,1.19,72.0,15.2,1983,5,143
1983-05-24,30.67,33.7,28.54,4.18,77.4,17.2,1983,5,144
1983-05-25,31.22,34.97,29.1,15.71,74.3,14.5,1983,5,145
1983-05-26,32.36,34.86,28.38,3.38,68.9,19.6,1983,5,146
1983-05-27,31.67,35.25,28.93,4.32,63.2,16.8,1983,5,147
1983-05-28,32.8,34.83,30.63,1.76,70.7,17.0,1983,5,148
1983-05-29,32.51,36.48,28.96,15.66,72.8,19.9,1983,5,149
1983-05-30,33.64,36.8,31.21,9.06,65.5,12.9,1983,5,150
1983-05-31,33.66,36.38,30.3,7.67,72.3,14.4,1983,5,151
1983-06-01,31.77,33.91,29.13,2.77,88.1,11.7,1983,6,152
1983-06-02,32.4,35.24,30.05,5.24,85.9,21.7,1983,6,153
1983-06-03,31.62,33.99,28.36,31.69,88.9,10.6,1983,6,154
1983-06-04,31.81,35.33,29.72,31.29,97.6,9.6,1983,6,155
1983-06-05,31.82,35.79,28.01,38.4,88.3,15.2,1983,6,156
1983-06-06,32.32,35.1,30.13,23.71,85.7,19.2,1983,6,157
1983-06-07,32.17,35.85,28.34,7.36,75.6,15.4,1983,6,158
1983-06-08,31.06,34.27,28.43,18.35,83.9,14.9,1983,6,159
1983-06-09,30.39,33.48,27.47,12.32,85.0,18.7,1983,6,160
1983-06-10,30.31,33.01,28.22,27.49,78.8,14.6,1983,6,161
1983-06-11,30.99,34.97,28.37,0.25,79.1,10.6,1983,6,162
1983-06-12,30.8,33.54,27.55,1.4,81.7,14.0,1983,6,163
1983-06-13,30.13,34.04,27.04,50.3,94.8,14.6,1983,6,164
1983-06-14,30.11,33.37,26.31,1.34,82.1,19.7,1983,6,165
1983-06-15,31.29,34.91,27.9,4.9,77.2,14.8,1983,6,166
1983-06-16,33.41,35.66,30.3,2.45,84.2,11.6,1983,6,167
1983-06-17,32.71,35.36,30.44,14.66,82.7,15.7,1983,6,168
1983-06-18,33.67,36.25,31.12,13.52,81.5,17.0,1983,6,169
1983-06-19,32.49,35.99,29.61,9.56,83.1,16.3,1983,6,170
1983-06-20,33.42,36.97,30.56,4.56,86.5,16.0,1983,6,171
1983-06-21,31.34,35.13,27.41,1.7,97.1,16.6,1983,6,172
1983-06-22,31.15,33.58,28.51,12.43,95.1,19.7,1983,6,173
1983-06-23,31.34,34.6,28.01,6.49,79.6,12.9,1983,6,174
1983-06-24,30.01,33.92,27.56,2.24,85.2,8.4,1983,6,175
1983-06-25,29.46,33.08,25.55,6.13,99.0,18.5,1983,6,176
1983-06-26,28.49,30.72,24.63,18.88,87.3,21.8,1983,6,177
1983-06-27,29.95,33.82,27.88,0.42,93.3,19.5,1983,6,178
1983-06-28,31.05,33.21,28.28,18.61,92.7,15.0,1983,6,179
1983-06-29,29.93,32.98,26.18,15.47,91.6,15.4,1983,6,180
1983-06-30,31.8,35.12,27.92,16.58,84.7,20.1,1983,6,181
1983-07-01,30.16,34.08,26.72,11.38,87.5,13.4,1983,7,182
1983-07-02,29.26,32.14,26.14,11.79,84.4,19.9,1983,7,183
1983-07-03,29.35,31.8,25.45,1.24,76.7,12.1,1983,7,184
1983-07-04,29.19,31.6,26.29,6.34,80.7,17.6,1983,7,185
1983-07-05,29.48,33.16,26.14,23.34,91.8,12.6,1983,7,186
1983-07-06,30.22,33.9,27.87,15.62,85.0,18.4,1983,7,187
1983-07-07,29.33,32.51,26.27,2.79,85.8,12.9,1983,7,188
1983-07-08,30.02,33.84,26.63,25.87,93.6,16.2,1983,7,189
1983-07-09,28.9,32.3,25.13,11.76,80.1,19.4,1983,7,190
1983-07-10,28.81,31.82,25.78,10.26,76.5,18.1,1983,7,191
1983-07-11,28.71,32.44,26.32,6.02,89.8,15.9,1983,7,192
1983-07-12,27.71,31.33,24.39,8.47,83.9,9.9,1983,7,193
1983-07-13,28.04,30.36,25.9,6.39,72.1,15.0,1983,7,194
1983-07-14,28.66,31.14,25.0,29.66,88.8,10.4,1983,7,195
1983-07-15,29.97,33.0,27.15,5.12,77.7,14.6,1983,7,196
1983-07-16,30.05,33.79,27.44,33.44,93.1,14.1,1983,7,197
1983-07-17,30.82,33.53,26.87,4.16,93.3,18.3,1983,7,198
1983-07-18,29.56,32.03,26.0,42.18,86.1,11.3,1983,7,199
1983-07-19,29.99,32.81,26.48,12.55,89.5,16.3,1983,7,200
1983-07-20,30.36,33.85,28.19,1.42,81.4,16.4,1983,7,201
1983-07-21,30.44,33.24,26.54,0.95,84.1,14.6,1983,7,202
