date,temperature_c,temp_max_c,temp_min_c,rainfall_mm,humidity_pct,wind_speed_kmh,year,month,day_of_year,season,decade,temp_7day,temp_30day,rain_30day,temp_zscore,is_anomaly
1983-09-26,32.22,35.11,29.83,13.71,81.9,10.4,1983,9,269,Autumn,1980,31.57,29.74,6.72,1.05,0
1983-09-27,32.13,35.87,29.73,27.16,92.1,15.0,1983,9,270,Autumn,1980,31.79,29.68,7.14,1.031,0
1983-09-28,30.99,34.84,27.97,8.92,93.8,16.7,1983,9,271,Autumn,1980,31.54,29.61,7.2,0.782,0
1983-09-29,31.47,33.95,27.87,1.94,80.7,14.4,1983,9,272,Autumn,1980,31.34,29.6,7.01,0.887,0
1983-09-30,31.38,33.91,28.13,23.77,86.4,9.8,1983,9,273,Autumn,1980,31.07,29.59,7.01,0.867,0
1983-10-01,30.19,33.44,27.65,0.57,76.1,11.4,1983,10,274,Autumn,1980,30.75,29.59,6.91,0.608,0
1983-10-02,31.02,34.43,28.5,0.41,89.6,18.6,1983,10,275,Autumn,1980,30.4,29.58,6.93,0.789,0
1983-10-03,30.28,32.84,26.87,0.32,74.6,8.3,1983,10,276,Autumn,1980,29.97,29.56,6.08,0.628,0
1983-10-04,29.92,32.75,26.75,3.2,76.3,6.9,1983,10,277,Autumn,1980,29.48,29.56,6.12,0.549,0
1983-10-05,28.55,31.38,25.55,4.1,80.5,8.8,1983,10,278,Autumn,1980,29.04,29.51,6.11,0.251,0
1983-10-06,28.46,32.33,26.08,4.1,73.4,3.6,1983,10,279,Autumn,1980,28.62,29.44,6.31,0.231,0
1983-10-07,27.91,30.63,25.53,3.38,71.9,6.8,1983,10,280,Autumn,1980,28.4,29.42,6.34,0.111,0
1983-10-08,27.13,29.46,23.86,20.86,72.2,8.6,1983,10,281,Autumn,1980,28.1,29.39,5.96,-0.059,0
1983-10-09,28.12,30.84,25.0,2.29,71.5,2.8,1983,10,282,Autumn,1980,28.01,29.42,6.14,0.157,0
1983-10-10,28.74,31.18,25.31,1.22,71.4,10.0,1983,10,283,Autumn,1980,27.99,29.37,6.22,0.292,0
1983-10-11,27.77,30.76,24.34,13.86,80.9,9.3,1983,10,284,Autumn,1980,28.0,29.26,6.17,0.081,0
1983-10-12,27.96,31.02,24.4,6.77,69.8,7.5,1983,10,285,Autumn,1980,28.18,29.09,5.86,0.122,0
1983-10-13,28.29,30.76,25.8,6.97,71.0,5.1,1983,10,286,Autumn,1980,28.24,28.93,5.09,0.194,0
1983-10-14,27.97,30.57,25.29,2.95,73.9,9.9,1983,10,287,Autumn,1980,28.21,28.81,4.88,0.124,0
1983-10-15,28.4,31.14,24.55,5.02,76.4,6.6,1983,10,288,Autumn,1980,28.36,28.67,4.82,0.218,0
1983-10-16,28.54,31.2,24.81,2.24,79.4,6.0,1983,10,289,Autumn,1980,28.3,28.52,4.08,0.248,0
1983-10-17,28.51,31.5,25.62,0.82,71.6,13.7,1983,10,290,Autumn,1980,28.19,28.42,4.08,0.242,0
1983-10-18,28.83,31.82,25.8,1.99,76.0,6.2,1983,10,291,Autumn,1980,28.36,28.08,4.08,0.312,0
1983-10-19,27.55,30.46,25.2,1.74,71.6,6.9,1983,10,292,Autumn,1980,28.37,27.79,4.11,0.033,0
1983-10-20,27.55,30.45,24.14,6.87,78.9,8.9,1983,10,293,Autumn,1980,28.68,27.57,4.05,0.033,0
1983-10-21,29.15,33.03,26.14,3.03,72.6,6.5,1983,10,294,Autumn,1980,28.98,27.52,3.98,0.381,0
1983-10-22,28.45,30.66,25.36,3.45,85.0,6.1,1983,10,295,Autumn,1980,28.99,27.48,3.92,0.229,0
1983-10-23,30.75,34.49,28.26,5.98,76.0,12.9,1983,10,296,Autumn,1980,28.93,27.46,3.83,0.73,0
1983-10-24,30.57,34.11,27.8,3.6,71.5,3.1,1983,10,297,Autumn,1980,28.91,27.42,3.14,0.691,0
1983-10-25,28.91,32.54,26.51,3.85,81.3,11.1,1983,10,298,Autumn,1980,28.66,27.38,3.1,0.329,0
1983-10-26,27.13,31.09,24.1,4.38,83.6,9.7,1983,10,299,Autumn,1980,28.51,27.28,3.08,-0.059,0
1983-10-27,27.44,29.85,24.83,4.09,77.6,5.8,1983,10,300,Autumn,1980,27.94,27.2,2.65,0.009,0
1983-10-28,27.35,30.31,24.51,2.52,74.3,6.9,1983,10,301,Autumn,1980,27.44,27.1,2.44,-0.011,0
1983-10-29,27.4,31.04,24.14,0.28,78.6,8.6,1983,10,302,Autumn,1980,26.31,26.92,2.25,0.0,0
1983-10-30,26.79,30.65,23.02,1.41,70.7,15.3,1983,10,303,Autumn,1980,25.5,26.77,2.27,-0.133,0
1983-10-31,27.04,29.34,23.99,0.84,84.2,14.3,1983,10,304,Autumn,1980,24.93,26.55,2.14,-0.078,0
1983-11-01,21.02,24.0,18.05,0.33,66.9,11.7,1983,11,305,Autumn,1980,24.86,26.33,2.08,-1.39,0
1983-11-02,21.46,24.39,17.62,1.09,58.2,9.6,1983,11,306,Autumn,1980,24.85,26.16,2.1,-1.295,0
1983-11-03,23.45,27.38,20.53,1.49,64.9,9.5,1983,11,307,Autumn,1980,24.91,26.02,2.16,-0.861,0
1983-11-04,26.88,29.28,23.53,1.98,63.9,7.8,1983,11,308,Autumn,1980,24.77,25.96,2.14,-0.113,0
1983-11-05,27.29,30.58,24.68,2.3,56.3,7.9,1983,11,309,Autumn,1980,25.62,25.86,1.96,-0.024,0
1983-11-06,27.23,30.74,23.63,0.79,62.6,2.3,1983,11,310,Autumn,1980,26.21,25.7,1.86,-0.037,0
1983-11-07,26.07,29.04,22.37,0.13,62.6,3.5,1983,11,311,Autumn,1980,26.52,25.56,1.81,-0.29,0
1983-11-08,26.95,29.74,23.24,1.0,60.9,14.1,1983,11,312,Autumn,1980,26.25,25.37,1.73,-0.098,0
1983-11-09,25.57,28.11,21.86,0.63,62.1,5.0,1983,11,313,Autumn,1980,25.61,25.16,1.65,-0.399,0
1983-11-10,25.63,27.89,22.21,1.1,65.7,9.7,1983,11,314,Autumn,1980,25.06,24.99,1.55,-0.386,0
1983-11-11,24.98,28.26,22.03,0.21,68.1,4.2,1983,11,315,Autumn,1980,24.46,24.98,1.43,-0.527,0
1983-11-12,22.87,25.52,20.18,1.34,67.1,11.1,1983,11,316,Autumn,1980,23.75,24.89,1.31,-0.987,0
1983-11-13,23.37,27.18,21.19,3.73,67.6,10.0,1983,11,317,Autumn,1980,23.41,24.84,1.24,-0.878,0
1983-11-14,21.85,24.05,18.38,0.97,66.2,8.8,1983,11,318,Autumn,1980,23.28,24.7,1.23,-1.21,0
1983-11-15,21.96,25.03,18.09,0.55,76.1,9.9,1983,11,319,Autumn,1980,23.38,24.56,1.19,-1.186,0
1983-11-16,23.18,25.65,19.4,1.22,62.1,6.8,1983,11,320,Autumn,1980,23.65,24.47,1.28,-0.92,0
1983-11-17,24.76,27.03,22.75,3.92,66.5,11.4,1983,11,321,Autumn,1980,23.78,24.49,1.29,-0.575,0
1983-11-18,25.67,29.52,21.73,1.22,68.3,6.0,1983,11,322,Autumn,1980,24.13,24.44,1.26,-0.377,0
1983-11-19,24.75,28.57,21.83,1.27,71.5,7.4,1983,11,323,Autumn,1980,24.55,24.23,1.26,-0.578,0
1983-11-20,24.27,28.16,21.65,0.14,62.1,11.9,1983,11,324,Autumn,1980,24.7,24.0,1.24,-0.682,0
1983-11-21,24.34,26.75,20.77,1.81,64.9,7.0,1983,11,325,Autumn,1980,24.59,23.74,1.17,-0.667,0
1983-11-22,24.87,27.87,22.11,3.7,64.7,10.2,1983,11,326,Autumn,1980,24.73,23.52,1.17,-0.551,0
1983-11-23,24.21,27.4,21.33,1.08,63.9,4.7,1983,11,327,Autumn,1980,24.73,23.37,1.17,-0.695,0
1983-11-24,24.02,26.98,21.46,0.91,71.9,10.1,1983,11,328,Autumn,1980,24.96,23.12,1.14,-0.737,0
1983-11-25,26.67,29.16,24.34,0.74,60.5,9.3,1983,11,329,Autumn,1980,24.82,22.98,1.13,-0.159,0
1983-11-26,24.73,26.88,20.78,0.65,69.5,5.6,1983,11,330,Autumn,1980,24.5,22.79,1.1,-0.582,0
1983-11-27,25.9,29.56,22.05,0.29,61.2,7.0,1983,11,331,Autumn,1980,24.51,22.57,1.12,-0.327,0
1983-11-28,23.34,27.24,20.22,0.19,59.5,8.0,1983,11,332,Autumn,1980,24.16,22.47,1.08,-0.885,0
1983-11-29,22.62,25.74,20.17,0.06,65.0,8.9,1983,11,333,Autumn,1980,23.19,22.3,1.01,-1.042,0
1983-11-30,24.29,26.97,20.9,3.71,66.4,7.2,1983,11,334,Autumn,1980,22.12,22.13,0.99,-0.678,0
1983-12-01,21.58,25.37,18.6,0.52,50.4,0.3,1983,12,335,Winter,1980,21.28,21.97,0.98,-1.268,0
1983-12-02,19.85,23.72,16.38,0.29,65.7,3.6,1983,12,336,Winter,1980,20.72,21.9,0.96,-1.645,0
1983-12-03,17.26,19.39,13.84,1.46,56.4,5.4,1983,12,337,Winter,1980,20.43,21.75,0.91,-2.21,0
1983-12-04,20.0,22.57,16.34,1.13,66.7,2.8,1983,12,338,Winter,1980,20.06,21.58,0.91,-1.613,0
1983-12-05,19.41,21.41,16.02,0.43,59.1,6.9,1983,12,339,Winter,1980,19.76,21.38,0.89,-1.741,0
1983-12-06,20.59,22.92,17.09,0.77,51.7,9.4,1983,12,340,Winter,1980,19.94,21.34,0.91,-1.484,0
1983-12-07,21.71,25.32,19.27,0.1,67.2,7.1,1983,12,341,Winter,1980,20.34,21.33,0.86,-1.24,0
1983-12-08,19.47,23.22,15.86,0.18,59.2,10.7,1983,12,342,Winter,1980,20.1,21.28,0.74,-1.728,0
1983-12-09,21.12,24.01,18.52,0.1,49.2,5.7,1983,12,343,Winter,1980,20.16,21.22,0.73,-1.369,0
1983-12-10,20.07,22.54,17.78,0.45,63.9,13.6,1983,12,344,Winter,1980,19.82,21.21,0.71,-1.598,0
1983-12-11,18.32,21.8,14.81,0.65,69.2,11.4,1983,12,345,Winter,1980,19.12,21.02,0.69,-1.979,0
1983-12-12,19.86,22.77,16.68,0.01,53.5,0.3,1983,12,346,Winter,1980,18.82,20.83,0.72,-1.643,0
1983-12-13,18.18,21.14,14.23,1.9,50.6,4.4,1983,12,347,Winter,1980,18.81,20.62,0.72,-2.009,0
1983-12-14,16.85,20.0,14.3,0.24,58.8,7.8,1983,12,348,Winter,1980,18.83,20.49,0.72,-2.299,0
1983-12-15,17.31,20.66,14.94,0.21,59.9,11.9,1983,12,349,Winter,1980,19.13,20.41,0.72,-2.199,0
1983-12-16,21.05,24.33,18.45,0.64,62.7,7.3,1983,12,350,Winter,1980,18.98,20.25,0.65,-1.384,0
1983-12-17,20.26,23.81,16.8,2.31,57.7,8.9,1983,12,351,Winter,1980,19.69,20.24,0.69,-1.556,0
1983-12-18,20.38,23.76,16.88,1.37,57.4,10.0,1983,12,352,Winter,1980,20.73,20.22,0.72,-1.53,0
1983-12-19,18.83,22.54,15.93,0.79,63.4,4.6,1983,12,353,Winter,1980,21.56,20.24,0.74,-1.868,0
1983-12-20,23.15,27.15,19.35,0.63,57.1,6.5,1983,12,354,Winter,1980,21.77,20.14,0.72,-0.926,0
1983-12-21,24.1,27.43,20.28,0.14,57.2,6.9,1983,12,355,Winter,1980,22.28,20.07,0.72,-0.719,0
1983-12-22,23.17,26.42,19.81,0.24,57.1,9.3,1983,12,356,Winter,1980,22.35,20.03,0.72,-0.922,0
1983-12-23,22.49,25.01,20.43,0.87,68.7,6.0,1983,12,357,Winter,1980,22.38,19.92,0.72,-1.07,0
1983-12-24,23.85,26.26,20.63,0.34,49.0,8.5,1983,12,358,Winter,1980,21.87,19.95,0.72,-0.774,0
1983-12-25,20.89,23.76,17.55,0.08,60.7,1.2,1983,12,359,Winter,1980,21.21,19.9,0.81,-1.419,0
1983-12-26,19.0,21.8,15.74,1.56,60.1,4.7,1983,12,360,Winter,1980,20.78,19.94,0.82,-1.831,0
1983-12-27,19.61,22.23,15.76,0.34,62.8,4.8,1983,12,361,Winter,1980,20.36,20.0,0.82,-1.698,0
1983-12-28,19.43,21.68,16.35,0.02,58.0,7.0,1983,12,362,Winter,1980,19.97,20.08,0.88,-1.737,0
1983-12-29,20.17,22.57,16.5,0.13,57.0,10.8,1983,12,363,Winter,1980,19.74,20.24,0.91,-1.576,0
1983-12-30,19.59,22.07,17.44,1.67,62.0,11.2,1983,12,364,Winter,1980,19.59,20.41,0.93,-1.702,0
1983-12-31,21.13,24.96,18.42,1.6,51.2,6.6,1983,12,365,Winter,1980,19.2,20.52,0.92,-1.366,0
1984-01-01,19.22,22.26,17.06,1.29,56.4,11.0,1984,1,1,Winter,1980,18.91,20.53,0.93,-1.783,0
1984-01-02,17.95,21.51,14.16,1.97,60.4,8.8,1984,1,2,Winter,1980,18.82,20.59,0.86,-2.06,0
1984-01-03,16.89,20.57,13.32,0.48,57.7,7.9,1984,1,3,Winter,1980,18.63,20.54,0.82,-2.291,0
1984-01-04,17.44,20.57,14.47,0.41,67.2,10.7,1984,1,4,Winter,1980,18.53,20.53,0.79,-2.171,0
1984-01-05,19.52,23.43,16.65,0.75,65.5,7.1,1984,1,5,Winter,1980,18.6,20.34,0.81,-1.717,0
1984-01-06,18.24,21.81,15.12,0.15,66.0,9.2,1984,1,6,Winter,1980,19.07,20.13,0.82,-1.996,0
1984-01-07,20.43,23.69,17.82,0.4,58.2,10.1,1984,1,7,Winter,1980,19.53,19.87,0.82,-1.519,0
1984-01-08,19.7,23.35,17.61,2.79,62.3,12.0,1984,1,8,Winter,1980,20.21,19.64,0.8,-1.678,0
1984-01-09,21.28,23.4,18.85,0.51,62.9,8.1,1984,1,9,Winter,1980,20.69,19.37,0.84,-1.334,0
1984-01-10,20.07,23.77,17.49,0.61,55.9,9.2,1984,1,10,Winter,1980,21.25,19.24,0.95,-1.598,0
1984-01-11,22.23,26.14,18.51,2.0,55.3,4.3,1984,1,11,Winter,1980,21.24,19.27,0.91,-1.127,0
1984-01-12,22.86,26.28,20.06,2.7,51.0,12.4,1984,1,12,Winter,1980,21.51,19.26,0.9,-0.989,0
1984-01-13,22.15,25.9,19.46,0.78,63.7,14.3,1984,1,13,Winter,1980,21.59,19.2,0.93,-1.144,0
1984-01-14,20.4,23.6,17.94,0.02,60.5,5.8,1984,1,14,Winter,1980,21.45,19.11,1.0,-1.526,0
1984-01-15,21.61,24.33,18.16,1.05,58.8,10.2,1984,1,15,Winter,1980,20.91,19.02,0.96,-1.262,0
1984-01-16,21.78,24.81,18.56,0.22,61.3,5.7,1984,1,16,Winter,1980,20.14,18.83,0.97,-1.225,0
1984-01-17,19.13,21.21,16.86,0.03,64.0,9.1,1984,1,17,Winter,1980,19.51,18.72,0.93,-1.802,0
1984-01-18,18.43,21.13,15.8,0.06,62.9,6.0,1984,1,18,Winter,1980,18.79,18.66,0.93,-1.955,0
1984-01-19,17.48,20.03,15.4,1.0,62.7,1.4,1984,1,19,Winter,1980,17.95,18.63,0.93,-2.162,0
1984-01-20,17.74,19.82,13.82,0.47,56.3,5.5,1984,1,20,Winter,1980,17.09,18.69,1.03,-2.105,0
1984-01-21,15.39,18.75,12.53,0.35,63.1,10.0,1984,1,21,Winter,1980,16.78,18.72,1.1,-2.617,1
1984-01-22,15.7,18.09,13.04,0.27,59.4,8.2,1984,1,22,Winter,1980,16.99,18.8,1.12,-2.55,1
1984-01-23,15.75,18.01,12.95,1.52,58.6,3.7,1984,1,23,Winter,1980,17.25,18.81,1.12,-2.539,1
1984-01-24,16.98,19.75,14.68,3.41,61.6,9.1,1984,1,24,Winter,1980,17.21,18.86,1.19,-2.271,0
1984-01-25,19.87,22.55,17.49,0.38,53.3,10.4,1984,1,25,Winter,1980,17.54,18.86,1.2,-1.641,0
1984-01-26,19.34,22.16,17.17,0.01,58.9,10.0,1984,1,26,Winter,1980,17.71,18.92,1.27,-1.757,0
1984-01-27,17.41,21.12,14.09,0.83,56.8,6.7,1984,1,27,Winter,1980,17.63,18.83,1.22,-2.177,0
1984-01-28,17.71,19.82,15.15,2.2,57.4,10.0,1984,1,28,Winter,1980,17.49,18.7,1.13,-2.112,0
1984-01-29,16.91,19.66,14.22,0.4,39.8,8.2,1984,1,29,Winter,1980,16.94,18.57,1.14,-2.286,0
1984-01-30,15.21,18.23,11.33,1.96,62.9,8.6,1984,1,30,Winter,1980,16.47,18.63,1.18,-2.657,1
1984-01-31,15.99,18.64,12.68,0.04,62.0,11.5,1984,1,31,Winter,1980,16.73,18.72,1.22,-2.487,0
1984-02-01,16.02,18.77,12.77,1.96,67.8,8.0,1984,2,32,Winter,1980,17.14,18.82,1.24,-2.48,0
1984-02-02,16.05,18.37,12.16,0.53,63.3,8.8,1984,2,33,Winter,1980,17.67,18.97,1.26,-2.474,0
1984-02-03,19.21,22.42,16.27,3.45,66.1,7.7,1984,2,34,Winter,1980,18.44,19.12,1.26,-1.785,0
1984-02-04,20.57,22.86,17.19,2.93,61.1,10.7,1984,2,35,Winter,1980,19.2,19.27,1.23,-1.489,0
1984-02-05,20.61,22.98,17.41,0.87,63.1,13.3,1984,2,36,Winter,1980,19.95,19.4,1.23,-1.48,0
1984-02-06,20.63,22.82,17.16,0.12,64.7,8.8,1984,2,37,Winter,1980,20.8,19.56,1.23,-1.475,0
1984-02-07,21.33,23.42,17.39,5.14,72.2,5.8,1984,2,38,Winter,1980,20.83,19.74,1.23,-1.323,0
1984-02-08,21.28,24.78,18.09,0.63,64.6,7.8,1984,2,39,Winter,1980,20.61,19.86,1.19,-1.334,0
1984-02-09,21.95,24.08,19.33,2.68,66.8,8.3,1984,2,40,Winter,1980,20.25,19.9,1.1,-1.188,0
1984-02-10,19.45,22.14,17.06,0.5,63.9,8.1,1984,2,41,Winter,1980,20.47,19.78,1.09,-1.733,0
1984-02-11,19.03,21.52,15.26,0.08,69.7,13.2,1984,2,42,Winter,1980,20.9,19.64,1.12,-1.824,0
1984-02-12,18.09,20.6,15.15,1.18,54.6,11.0,1984,2,43,Winter,1980,21.43,19.62,1.11,-2.029,0
1984-02-13,22.13,24.74,19.92,1.12,67.2,8.0,1984,2,44,Winter,1980,21.64,19.68,1.11,-1.149,0
1984-02-14,24.39,28.39,21.54,2.31,62.2,10.2,1984,2,45,Winter,1980,22.15,19.77,1.09,-0.656,0
1984-02-15,24.97,27.86,21.87,0.85,55.0,11.1,1984,2,46,Winter,1980,22.56,19.91,1.11,-0.53,0
1984-02-16,23.43,26.69,20.77,0.46,58.9,12.0,1984,2,47,Winter,1980,23.09,20.23,1.13,-0.865,0
1984-02-17,23.02,26.83,20.02,0.14,62.6,8.6,1984,2,48,Winter,1980,22.82,20.59,1.23,-0.955,0
1984-02-18,21.87,24.01,18.36,0.07,53.8,7.8,1984,2,49,Winter,1980,22.32,20.99,1.23,-1.205,0
1984-02-19,21.83,25.66,18.61,0.61,58.3,11.6,1984,2,50,Winter,1980,21.51,21.3,1.26,-1.214,0
1984-02-20,20.2,23.72,17.44,0.3,71.3,12.9,1984,2,51,Winter,1980,20.77,21.54,1.21,-1.569,0
1984-02-21,20.9,23.23,16.92,0.23,58.5,11.7,1984,2,52,Winter,1980,19.81,21.78,1.35,-1.417,0
1984-02-22,19.33,22.7,15.79,0.46,59.8,4.3,1984,2,53,Winter,1980,18.85,22.05,1.4,-1.759,0
1984-02-23,18.21,20.25,15.07,0.69,59.9,6.9,1984,2,54,Winter,1980,18.15,22.32,1.34,-2.003,0
1984-02-24,16.31,18.49,13.51,0.09,68.9,9.9,1984,2,55,Winter,1980,18.05,22.53,1.38,-2.417,0
1984-02-25,15.19,17.22,12.12,0.73,62.3,5.6,1984,2,56,Winter,1980,17.87,22.69,1.33,-2.661,1
1984-02-26,16.91,20.77,14.02,0.65,54.9,10.3,1984,2,57,Winter,1980,17.87,22.98,1.33,-2.286,0
1984-02-27,19.47,23.19,17.09,1.99,57.9,14.5,1984,2,58,Winter,1980,18.93,23.25,1.34,-1.728,0
1984-02-28,19.66,23.04,15.77,0.07,57.7,3.2,1984,2,59,Winter,1980,20.43,23.54,1.52,-1.687,0
1984-02-29,19.36,22.59,16.26,2.43,61.7,8.3,1984,2,60,Winter,1980,22.24,23.71,1.51,-1.752,0
1984-03-01,25.59,28.64,22.36,0.53,50.3,13.4,1984,3,61,Spring,1980,23.91,23.85,1.44,-0.394,0
1984-03-02,26.84,28.86,24.6,5.2,56.6,18.2,1984,3,62,Spring,1980,25.09,23.93,1.54,-0.122,0
1984-03-03,27.86,31.52,25.47,0.24,54.1,13.2,1984,3,63,Spring,1980,26.25,24.14,1.56,0.1,0
1984-03-04,28.59,31.67,25.62,4.36,63.2,13.8,1984,3,64,Spring,1980,27.61,24.27,1.62,0.259,0
1984-03-05,27.73,29.73,24.78,1.45,59.7,11.3,1984,3,65,Spring,1980,28.14,24.42,1.63,0.072,0
1984-03-06,27.8,31.39,24.98,5.19,58.9,8.7,1984,3,66,Spring,1980,28.24,24.65,1.71,0.087,0
1984-03-07,28.85,31.79,25.26,1.47,57.6,7.8,1984,3,67,Spring,1980,28.1,24.92,1.72,0.316,0
1984-03-08,29.29,33.16,25.94,3.63,61.1,9.0,1984,3,68,Spring,1980,28.03,25.2,1.9,0.412,0
1984-03-09,27.53,29.81,25.2,1.58,46.9,12.0,1984,3,69,Spring,1980,27.95,25.53,1.98,0.028,0
1984-03-10,26.88,29.93,24.82,1.43,63.5,11.0,1984,3,70,Spring,1980,27.79,25.89,2.08,-0.113,0
1984-03-11,28.16,31.59,25.79,0.43,54.6,8.2,1984,3,71,Spring,1980,27.59,26.39,2.25,0.166,0
1984-03-12,27.12,30.97,24.25,0.33,57.8,10.0,1984,3,72,Spring,1980,27.49,26.97,2.72,-0.061,0
1984-03-13,26.67,29.86,23.46,6.57,64.1,11.5,1984,3,73,Spring,1980,27.47,27.42,2.72,-0.159,0
1984-03-14,27.47,30.01,23.56,0.78,61.9,11.8,1984,3,74,Spring,1980,27.85,27.77,2.72,0.015,0
1984-03-15,28.59,32.39,24.69,0.13,58.5,12.8,1984,3,75,Spring,1980,27.69,28.05,2.78,0.259,0
1984-03-16,27.38,30.97,25.29,4.04,70.2,12.8,1984,3,76,Spring,1980,27.55,28.42,2.8,-0.004,0
1984-03-17,29.54,33.39,26.17,1.1,50.8,9.7,1984,3,77,Spring,1980,27.88,28.55,2.91,0.466,0
1984-03-18,27.07,30.47,23.09,1.7,53.4,9.6,1984,3,78,Spring,1980,28.0,28.69,3.14,-0.072,0
1984-03-19,26.13,28.89,22.28,0.36,59.9,12.0,1984,3,79,Spring,1980,28.08,28.81,3.17,-0.277,0
1984-03-20,28.95,31.9,26.93,3.07,62.2,10.5,1984,3,80,Spring,1980,28.35,28.96,3.03,0.338,0
1984-03-21,28.33,30.59,25.5,0.8,61.0,8.4,1984,3,81,Spring,1980,28.28,29.11,2.99,0.203,0
1984-03-22,29.18,31.23,27.11,5.47,56.8,7.3,1984,3,82,Spring,1980,28.87,29.18,2.84,0.388,0
1984-03-23,29.26,32.88,26.98,2.85,58.3,8.9,1984,3,83,Spring,1980,29.79,29.26,3.07,0.405,0
1984-03-24,29.06,32.66,26.45,3.72,52.3,10.9,1984,3,84,Spring,1980,30.0,29.32,3.04,0.362,0
1984-03-25,31.18,33.57,27.8,5.34,58.7,4.6,1984,3,85,Spring,1980,30.24,29.39,3.2,0.824,0
1984-03-26,32.54,36.28,29.63,14.62,56.5,8.5,1984,3,86,Spring,1980,30.1,29.48,3.17,1.12,0
1984-03-27,30.48,33.33,28.01,0.83,49.4,14.5,1984,3,87,Spring,1980,30.27,29.52,3.28,0.671,0
1984-03-28,30.01,32.59,27.71,1.85,59.1,5.5,1984,3,88,Spring,1980,30.31,29.55,3.33,0.569,0
1984-03-29,28.2,30.23,25.18,1.81,63.0,9.6,1984,3,89,Spring,1980,30.3,29.62,3.12,0.174,0
1984-03-30,30.45,33.49,28.0,3.11,52.1,9.1,1984,3,90,Spring,1980,30.16,29.67,3.1,0.665,0
1984-03-31,29.28,32.97,26.43,3.9,59.0,9.9,1984,3,91,Spring,1980,30.52,29.7,3.14,0.41,0
1984-04-01,31.12,34.34,28.22,11.95,65.8,10.9,1984,4,92,Spring,1980,30.83,29.85,3.18,0.811,0
1984-04-02,31.57,34.71,29.4,1.11,70.6,10.3,1984,4,93,Spring,1980,31.08,29.98,3.15,0.909,0
1984-04-03,33.01,35.4,29.42,0.14,61.4,13.7,1984,4,94,Spring,1980,31.2,30.2,3.22,1.223,0
1984-04-04,32.16,35.37,29.82,0.52,66.4,7.8,1984,4,95,Spring,1980,31.43,30.46,3.29,1.037,0
1984-04-05,29.97,32.96,26.44,0.54,73.1,20.5,1984,4,96,Spring,1980,31.24,30.56,3.54,0.56,0
1984-04-06,31.28,35.03,27.77,8.38,56.5,9.9,1984,4,97,Spring,1980,30.95,30.65,4.07,0.846,0
1984-04-07,30.89,33.84,27.01,2.68,60.6,15.1,1984,4,98,Spring,1980,30.44,30.72,3.91,0.761,0
1984-04-08,29.79,32.43,27.52,6.43,66.2,14.4,1984,4,99,Spring,1980,29.83,30.82,3.89,0.521,0
1984-04-09,29.53,32.35,27.16,0.56,62.3,13.4,1984,4,100,Spring,1980,29.65,30.91,4.12,0.464,0
1984-04-10,29.43,32.27,27.11,3.59,63.9,9.4,1984,4,101,Spring,1980,29.33,30.87,3.95,0.442,0
1984-04-11,27.95,30.85,25.28,1.82,64.6,16.4,1984,4,102,Spring,1980,29.13,30.76,3.5,0.12,0
1984-04-12,28.71,32.61,24.85,0.47,62.6,17.3,1984,4,103,Spring,1980,29.45,30.78,3.59,0.286,0
1984-04-13,29.04,31.61,25.98,0.0,64.6,16.3,1984,4,104,Spring,1980,30.01,30.82,3.69,0.357,0
1984-04-14,29.48,32.37,27.47,1.32,59.0,15.3,1984,4,105,Spring,1980,30.58,30.9,3.66,0.453,0
1984-04-15,32.02,34.86,28.4,5.45,65.4,12.3,1984,4,106,Spring,1980,31.44,30.89,3.7,1.007,0
1984-04-16,33.47,36.03,30.85,0.24,69.7,10.3,1984,4,107,Spring,1980,31.92,30.91,3.65,1.323,0
1984-04-17,33.41,36.0,29.71,3.68,73.2,13.6,1984,4,108,Spring,1980,32.19,30.9,3.28,1.31,0
1984-04-18,33.98,36.97,30.84,2.51,68.2,6.0,1984,4,109,Spring,1980,32.47,30.91,3.6,1.434,0
1984-04-19,32.04,34.12,28.63,10.56,64.9,12.9,1984,4,110,Spring,1980,32.49,30.8,3.87,1.011,0
1984-04-20,30.95,34.52,27.92,16.62,69.2,13.9,1984,4,111,Spring,1980,32.24,30.73,3.98,0.774,0
1984-04-21,31.44,33.87,28.55,0.71,61.6,15.7,1984,4,112,Spring,1980,31.78,30.75,4.0,0.881,0
1984-04-22,32.14,35.95,28.79,2.11,56.9,6.7,1984,4,113,Spring,1980,31.1,30.72,3.93,1.033,0
1984-04-23,31.74,35.56,29.63,10.86,71.4,10.6,1984,4,114,Spring,1980,30.93,30.66,4.52,0.946,0
1984-04-24,30.14,32.66,26.88,0.07,60.1,8.7,1984,4,115,Spring,1980,30.97,30.66,4.47,0.597,0
1984-04-25,29.23,31.87,27.11,1.19,59.2,17.8,1984,4,116,Spring,1980,30.86,30.71,5.01,0.399,0
1984-04-26,30.86,33.35,28.46,3.64,67.8,11.7,1984,4,117,Spring,1980,30.59,30.75,5.15,0.754,0
1984-04-27,31.22,34.31,29.14,4.84,71.4,13.7,1984,4,118,Spring,1980,30.3,30.85,5.21,0.833,0
1984-04-28,30.72,34.3,28.15,0.65,66.0,14.7,1984,4,119,Spring,1980,30.42,30.94,5.54,0.724,0
1984-04-29,30.25,33.74,27.59,4.49,63.0,12.4,1984,4,120,Spring,1980,30.78,31.01,5.79,0.621,0
